"store_id","incre_rev"
342,1150.82987586543
349,584.899931711025
344,560.771176205249
346,556.261476991369
341,541.241778542874
395,533.87955382004
343,520.337371128981
348,438.560288841135
345,386.676674470864
588,284.136063747564
