"store_id","incre_prft"
342,568.646386130331
344,290.023580904154
343,284.135243983578
349,265.227249436679
395,256.488547471814
346,255.475163213253
341,221.72285940594
348,217.291671099349
345,165.817984653718
588,104.812801719559
