"store_id","prod_id","category","org_price","suggested_price","est_org_vol","est_vol","est_cost","est_org_rev","est_rev","est_prft","incre_rev","incre_prft"
588,999184401,"COFFEES AND ROASTED MIXTURES",2.69,3.23,1.86762578699672,6.5972308229904,1.634,5.02391336702117,21.309055558259,10.5291803934927,16.2851421912378,8.55696756242415
342,999234406,"COFFEES AND ROASTED MIXTURES",5.79,6.95,8.65586370694285,8.77452253668089,3.572,50.1174508631991,60.9829316299322,29.6403371289081,10.8654807667331,10.4416314269088
344,999234406,"COFFEES AND ROASTED MIXTURES",4.59,3.67,1,5.77993319144926,3.572,4.59,21.2123548126188,0.56643345276203,16.6223548126188,-0.451566547237969
341,999234406,"COFFEES AND ROASTED MIXTURES",5.79,4.63,1,1.58739074254976,3.572,5.79,7.34961913800541,1.67945940561765,1.55961913800541,-0.53854059438235
345,999234406,"COFFEES AND ROASTED MIXTURES",5.79,4.63,0.113439851604061,0.96413576228071,3.572,0.656816740787512,4.46394857935969,1.02005563649299,3.80713183857217,0.768446045635184
341,999551492,"BEER WITH ALCOHOL",1,0.8,5.81935250468433,46.7363823302651,0.4655,5.81935250468433,37.3891058642121,15.6333198894737,31.5697533595277,12.5228759757199
349,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.16,2.36362078714869,7.25549963836085,1.064,3.42725014136561,8.41637958049858,0.69652796528264,4.98912943913298,-0.215829658556756
346,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.74,1.1894600382699,1.72747790000164,1.064,1.72471705549135,3.00581154600285,1.16777506040111,1.2810944905115,0.708643485628927
344,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.16,1.42252944963023,3.157801608308,1.064,2.06266770196384,3.66304986563728,0.303148954397567,1.60038216367344,-0.245947413159702
341,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.74,1,1,1.064,1.45,1.74,0.676,0.29,0.29
395,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.74,2.37521381093982,6.57224741165685,1.064,3.44406002586275,11.4357104962829,4.44283925028003,7.99165047042018,3.52600671925726
348,999358132,"COFFEES AND ROASTED MIXTURES",1.45,1.16,1,12.6544223397557,1.064,1.45,14.6791299141166,1.21482454461654,13.2291299141166,0.828824544616541
346,999275136,"COFFEES AND ROASTED MIXTURES",5.79,5.21,0.476935443323872,0.645496327097159,5.1205,2.76145621684522,3.3630358641762,0.0577719212751959,0.60157964733098,-0.261536358030137
343,999275136,"COFFEES AND ROASTED MIXTURES",5.79,6.95,1,1,5.1205,5.79,6.95,1.8295,1.16,1.16
344,999275136,"COFFEES AND ROASTED MIXTURES",5.79,6.95,2.4694249962262,3.86532454356534,5.1205,14.2979707281497,26.8640055777791,7.07161125245279,12.5660348496294,5.41833121747936
