"store_id","incre_qty"
344,143.787349866758
343,132.588775760664
349,128.364138061078
346,119.890668723118
395,114.741583486632
342,103.613790724361
341,103.234584215509
588,70.9230431680685
345,51.1312535476072
348,50.26565881047
